audio	text	duration	confidence
segment_0060.wav	Siveɔ́ni ví lɛ́ɛ ɖíe: Aya kpó Ana.	8.99	1
segment_0061.wav	Hamulaní, Ɛcibáni, Yitlani kpódó Keláni kpó.	8.738	1
segment_0062.wav	Esɛ́ɛ ví lɛ́ɛ ɖíe: Biluháni,	7.476	1
segment_0064.wav	Wúsi kpódó Alani kpán.	8.737	1
segment_0065.wav	Axɔ́sú e yi axɔ́súzinkpo Edɔ́mu tɔn jí ɖě jɛ ɖě gúdo cóbɔ	7.281	1
segment_0066.wav	nyǐkɔ yětɔn lɛ́ɛ ɖíe:	8.229	0.9474
segment_0067.wav	Bɛ́la, Beɔ́ɔ ví ɔ́, Dinavanu wɛ. Bɛ́la wá kú	7.032	1
segment_0068.wav	Bɛ́la wá kú bɔ Boslanu Yovavu Zeláxi ví ɔ́ wá ɖu axɔ́sú ɖó tɛn tɔn mɛ.	7.695	1
segment_0069.wav	wá kú, bɔ Temaninu Hucámu wá ɖu axɔ́sú	7.984	1
segment_0070.wav	Hucámu wá kú, bɔ Awítinu Hadádi	7.424	1
segment_0072.wav	Hadádi wá kú, bɔ Samula,	7.031	1
segment_0075.wav	Cawúlu wá kú, bɔ Baalu-Hanáni, Akubɔ́ɔ ví ɔ́ ɖu axɔ́sú ɖó tɛn tɔn mɛ.	8.76	1
segment_0076.wav	Baalu-Hanáni lɔ wá kú,	6.687	1
segment_0077.wav	bɔ Hadádi Payíinu ɔ́ ɖu axɔ́sú ɖó tɛn tɔn mɛ; asi tɔn nɔ nyí Mɛxetaveyɛ́li.	8.896	1
segment_0081.wav	Aliya, Yetɛ́ti, Oxoliváma, Ela, Pinɔ́nu,	7.742	1
segment_0082.wav	Temani, Mivusáa, Magidiɛ́li	8.971	1
